entry_date,exit_date,hold_days,impl_corr_entry,impl_corr_exit,corr_pctl_entry,corr_pctl_exit,theta_pnl,gamma_pnl,slippage_cost,total_pnl,exit_reason,pnl_NVDA,pnl_AVGO,pnl_TSM,pnl_SMH
2021-08-13,2021-08-20,5,0.9231075305718724,0.45522559454424044,85.18518518518519,27.906976744186046,430.12479080946673,-3073.7918577705445,-3669.2417155882,-6312.908782549277,signal,0.0,0.0,0.0,0.0
2021-09-28,2021-10-27,21,0.6890549375600434,0.37741150242989085,76.78571428571429,23.308270676691727,521.0918585643808,-2579.4133506612307,-3998.6516104390116,-6056.9731025358615,signal,0.0,0.0,0.0,0.0
2022-02-02,2022-03-04,21,0.6618230044260021,0.9099140398688738,76.5,88.68778280542986,145.7248128100848,-487.12135526770055,-8225.601788987398,-8566.998331445015,forced,0.0,0.0,0.0,0.0
2022-03-07,2022-04-05,21,0.8418985702146857,0.9677090053574846,84.68468468468468,93.00411522633745,1407.5716528618084,1366.3928768622657,-8591.651589666539,-5817.687059942465,forced,0.0,0.0,0.0,0.0
2022-04-06,2022-05-06,21,0.8809457587328634,0.7985087027387421,87.70491803278688,69.84126984126983,1670.074935992014,-1239.095005473335,-8734.380138725526,-8303.400208206847,forced,0.0,0.0,0.0,0.0
2022-05-16,2022-06-15,21,0.8281795167628168,0.7481109021579838,77.38095238095238,65.47619047619048,1423.7139386544434,88.96127448785228,-9407.751977014184,-7895.076763871889,forced,0.0,0.0,0.0,0.0
2022-06-21,2022-07-21,21,0.8486320347676445,0.734955295962358,86.90476190476191,54.36507936507936,1252.9137333431681,-1518.0956725051367,-8066.17504474016,-8331.35698390213,forced,0.0,0.0,0.0,0.0
2022-08-16,2022-08-29,9,0.8304588371064698,0.7269643104486551,75.39682539682539,48.01587301587302,602.0503500183816,-328.01273332108474,-7361.983983197383,-7087.946366500087,signal,0.0,0.0,0.0,0.0
2022-10-03,2022-10-12,7,0.9277548496947825,0.7316832669091141,93.65079365079364,46.82539682539682,540.2951282892905,-2681.3210295220642,-7137.901358553203,-9278.927259785976,signal,0.0,0.0,0.0,0.0
2022-11-10,2022-11-17,5,0.8407637631395647,0.7415063527914818,78.96825396825396,46.03174603174603,231.47614931876944,-2030.8143316446353,-9491.70879848376,-11291.046980809626,signal,0.0,0.0,0.0,0.0
2023-03-30,2023-04-24,16,0.8255860874023774,0.7102628350521113,84.12698412698413,42.857142857142854,500.57891394957437,-3220.32592687156,-4595.139822730096,-7314.886835652082,signal,0.0,0.0,0.0,0.0
2023-04-25,2023-05-02,5,0.8336471793868847,0.284049614926009,84.52380952380952,4.365079365079365,262.53689078607295,-2585.0914703680173,-4173.121467868008,-6495.676047449952,signal,0.0,0.0,0.0,0.0
2024-01-11,2024-02-01,14,0.7223151905290153,0.382365729739304,91.26984126984127,46.03174603174603,220.09379834045114,-1998.290101269084,-5062.8194019139355,-6841.015704842568,signal,0.0,0.0,0.0,0.0
2024-07-22,2024-08-20,21,0.4904171203021093,0.5662422741467955,80.55555555555556,91.66666666666666,-412.72545667399186,-1.445630526766763,-9358.729050717036,-9772.900137917795,forced,0.0,0.0,0.0,0.0
2024-08-21,2024-09-20,21,0.5699596943700285,0.4495216202046959,92.85714285714286,69.04761904761905,-26.93899517753465,-1847.026541509716,-10143.934052188135,-12017.899588875385,forced,0.0,0.0,0.0,0.0
2024-10-15,2024-10-25,8,0.7395979905569419,0.25925928759175715,98.80952380952381,35.317460317460316,121.96768355171116,-3603.112665937828,-6176.534181441802,-9657.679163827917,signal,0.0,0.0,0.0,0.0
2024-11-15,2024-12-06,14,0.48400377931526467,0.25993446595449304,77.38095238095238,36.904761904761905,-360.3292868719477,-2653.6326633803974,-5187.123193456178,-8201.085143708524,signal,0.0,0.0,0.0,0.0
2025-04-03,2025-05-05,21,0.5115079784229318,1.0,84.52380952380952,98.80952380952381,-259.99998651037055,274.8164168120338,-11023.909690156546,-11009.093259854882,forced,0.0,0.0,0.0,0.0
2025-05-06,2025-06-05,21,0.9541442147542258,0.7741909787909682,93.25396825396825,91.26984126984127,1067.7373105746099,466.99105235417187,-9638.45757627814,-8103.729213349359,forced,0.0,0.0,0.0,0.0
2025-06-06,2025-06-27,14,0.6021005734669106,0.378899421938601,78.57142857142857,45.23809523809524,-35.20511750207129,489.12544210401416,-5075.098238115308,-4621.177913513366,signal,0.0,0.0,0.0,0.0
2025-10-10,2025-11-10,21,0.7001274785970271,0.32412211698300725,86.90476190476191,52.38095238095239,280.50886370686305,-1128.9919129901864,-6336.816778773649,-7185.299828056973,forced,0.0,0.0,0.0,0.0
2025-11-11,2025-12-11,21,0.5523510948930632,0.5163104425204771,78.96825396825396,71.42857142857143,-41.59408911904865,-1488.9230285910576,-5718.410837627053,-7248.92795533716,forced,0.0,0.0,0.0,0.0
2026-01-15,2026-02-17,21,0.6438645075280822,0.6178584479390415,82.53968253968253,77.77777777777779,39.34143791717378,637.6291341548934,-6031.665167329665,-5354.694595257597,forced,0.0,0.0,0.0,0.0
2026-02-18,2026-03-19,21,0.6327555888573507,0.7130881560655026,80.15873015873017,82.93650793650794,-14.516569879116446,183.5967029550394,-6451.679671211701,-6282.599538135778,forced,0.0,0.0,0.0,0.0
